시도,시군구,이름,셀프,주소,번호,고급휘발유,보통휘발유,경유,실내등유
강원,춘천시,만남의광장주유소,N,강원 춘천시 경춘로 2137,033-244-5149,,1579.0,1459,1400.0
강원,춘천시,만천주유소,Y,강원 춘천시 동면 순환대로 1077,033-252-5673,,1578.0,1448,
강원,춘천시,베스트주유소 ㈜삼정에너지,Y,강원 춘천시 동면 후만로 162,033-241-6886,,1577.0,1417,
강원,춘천시,새만천주유소,N,강원 춘천시 동면 만천로 139,033-264-1251,,1577.0,1447,
강원,춘천시,새춘천주유소,Y,강원 춘천시 동내면 세실로 38,033-264-5133,,1555.0,1395,
강원,춘천시,서춘천농협주유소,Y,강원 춘천시 서면 박사로 1266,033-242-9999,,1555.0,1420,1200.0
강원,춘천시,섬강에너지주식회사,Y,강원 춘천시 신동면 경춘로 1936,033-264-5185,,1559.0,1395,1200.0
강원,춘천시,소양댐주유소,Y,강원 춘천시 신북읍 신샘밭로 586,033-242-8251,,1598.0,1465,1420.0
강원,춘천시,신동주유소,N,강원 춘천시 신동면 순환대로 316,033-262-6226,,1659.0,1479,1500.0
강원,춘천시,신북농업협동조합(주유소),N,강원 춘천시 신북읍 율문길 71,033-243-9722,,1585.0,1435,1250.0
강원,춘천시,신포주유소,N,강원 춘천시 사북면 영서로 4927,033-243-5188,,1650.0,1544,1300.0
강원,춘천시,쌍둥이주유소,Y,강원 춘천시 신북읍 신샘밭로 485,033-241-1411,,1565.0,1425,
강원,춘천시,에이스주유소,Y,강원 춘천시 효자로 94 (효자동),033-262-5124,1768.0,1554.0,1398,1200.0
강원,춘천시,엘리시안강촌주유소,Y,강원 춘천시 서면 경춘로 1014,033-263-6923,,1559.0,1395,
강원,춘천시,영서에너지(주)우리집주유소,Y,강원 춘천시 동면 공단로 107,033-252-5255,1789.0,1589.0,1469,1250.0
강원,춘천시,예일주유소,Y,강원 춘천시 남산면 김유정로 295-4,033-263-7756,1789.0,1589.0,1449,1280.0
강원,춘천시,우두주유소,N,강원 춘천시 충열로 234 (우두동),033-252-2464,,1557.0,1439,
강원,춘천시,유정주유소충전소,Y,강원 춘천시 신동면 한치로 966-176,033-261-0066,,1584.0,1448,1300.0
강원,춘천시,중앙Self주유소,Y,강원 춘천시 동내면 영서로 1868,033-264-5199,1780.0,1580.0,1487,1400.0
강원,춘천시,중앙주유소,Y,강원 춘천시 중앙로 146,033-252-5455,,1598.0,1457,1350.0
강원,춘천시,지에스칼텍스(주) 봄내주유소,Y,강원 춘천시 김유정로 1863 (퇴계동),033-264-7600,1797.0,1568.0,1408,
강원,춘천시,지에스칼텍스㈜ 춘천시티주유소,Y,강원 춘천시 동내면 세실로 20,033-262-2410,1779.0,1565.0,1395,
강원,춘천시,춘천강동농협주유소,Y,강원 춘천시 동면 춘천로 469,033-254-0058,,1563.0,1403,1250.0
강원,춘천시,춘천농협주유소,Y,강원 춘천시 사우4길 10-1 (우두동),033-255-0720,,1575.0,1420,1220.0
강원,춘천시,춘천농협주유소 엔타점,Y,강원 춘천시 후석로 120,033-262-8013,,1553.0,1383,
강원,춘천시,춘천원예농협주유소,N,강원도 춘천시 영서로 3176 (신동),033-257-4653,,1575.0,1420,1250.0
강원,춘천시,춘천주유소,Y,강원 춘천시  공지로 234-1 (효자동),033-262-0051,,1554.0,1384,1300.0
강원,춘천시,태양주유소,Y,강원 춘천시 영서로 2109 (퇴계동),033-263-5133,,1558.0,1398,
강원,춘천시,퇴계주유소,Y,강원 춘천시 퇴계로 25,033-242-5189,,1557.0,1397,1200.0
강원,춘천시,하나주유소,N,강원 춘천시 동산면 영서로 588,033-261-5149,,1665.0,1465,1350.0
강원,춘천시,현진주유소,N,강원 춘천시 춘천로146번길 17-19 (운교동),033-254-4437,,1554.0,1398,1200.0
강원,춘천시,호원주유소 춘천지점,N,강원 춘천시 서면 경춘로 583-3,033-263-8584,,1568.0,1388,1300.0
강원,춘천시,황골주유소,N,강원 춘천시 남면 충효로 1168,033-263-7363,,1599.0,1499,1500.0
충북,충주시,(유)승하호암주유소,Y,충북 충주시 중원대로 3208,043-846-6660,1999.0,1537.0,1357,
충북,충주시,(주)부자충주(상)주유소/충전소,Y,충북 충주시 중앙탑면 중부내륙고속도로 230-1,043-857-4884,,1534.0,1364,
충북,충주시,(주)서림주유소,Y,충북 충주시 형설로 102 (용산동),043-848-8886,,1554.0,1378,1200.0
충북,충주시,(주)영덕 금릉주유소,Y,충북 충주시 충원대로 737 (금릉동),043-848-8530,,1548.0,1378,
충북,충주시,㈜왕대박주유소,Y,충북 충주시 산척면 충원대로 1545,043-857-5188,,1559.0,1389,1300.0
충북,충주시,㈜용산에너지,N,충북 충주시 동량면 충원대로 1466 (동량면),043-848-5181,,1569.0,1399,
충북,충주시,(주)인엔아웃 충주(창원)주유소/충전소,Y,충북 충주시 중앙탑면 중부내륙고속도로 231-1,043-857-7371,,1534.0,1364,
충북,충주시,(주)코끼리주유소,N,충북 충주시 중원대로 3691 (달천동),043-848-2375,,1579.0,1399,1250.0
충북,충주시,(주)파리크라상 천등산(제천방향)주유소,Y,충북 충주시 산척면 평택제천고속도로 106,043-844-2988,,1513.0,1373,
충북,충주시,(주)파리크라상 천등산(평택방향)주유소,Y,충북 충주시 산척면 평택제천고속도로 109,043-844-2915,,1538.0,1373,
충북,충주시,HD현대오일뱅크㈜직영 서충주주유소,Y,충청북도 충주시 대소원면 첨단산업로 123 (대소원면),010-3255-2653,1847.0,1569.0,1409,1250.0
충북,충주시,HD현대오일뱅크㈜직영 충원대로주유소,N,충북 충주시 충원대로 1020 (목행동),043-853-1001,,1549.0,1489,1250.0
충북,충주시,MG새마을금고지현주유소,Y,충북 충주시 예성로 86 (지현동),043-855-6704,,1559.0,1399,1300.0
충북,충주시,SK행복주유소,Y,충북 충주시 중원대로 3122,043-857-5151,,1599.0,1419,1350.0
충북,충주시,구도일주유소 사과나무,N,충북 충주시 번영대로 23 (금릉동),043-842-7958,,1659.0,1459,1250.0
충북,충주시,구암주유소,N,충북 충주시 중앙탑면 감노로 2109,043-855-6570,,1627.0,1467,1350.0
충북,충주시,국원주유소,N,충북 충주시 신니면 신덕로 339,043-856-8631,,1669.0,1499,1250.0
충북,충주시,국제주유소,Y,충북 충주시 탄금대로 350 (칠금동),043-854-0500,,1578.0,1418,1250.0
충북,충주시,금강산주유소,N,충북 충주시 주덕읍 충청대로 2453,043-852-8057,,1627.0,1438,1245.0
충북,충주시,금천주유소,N,충북 충주시 중앙탑면 탄금대로 949,043-855-6326,,1629.0,1459,1300.0
충북,충주시,기업도시주유소,Y,충북 충주시 대소원면 기업도시2로 26,043-848-5151,,1569.0,1409,
충북,충주시,내사주유소,N,충북 충주시 살미면 월악로 433,043-852-2220,,1658.0,1438,1300.0
충북,충주시,늘품주유소,N,충북 충주시 금가면 충원대로 1507,043-847-5189,,1589.0,1389,1400.0
충북,충주시,다릿재주유소,N,충북 충주시 산척면 북부로 3293,043-855-6332,,1599.0,1379,
충북,충주시,달천주유소,Y,충북 충주시 중원대로 3818,043-853-8530,,1549.0,1389,
충북,충주시,대광주유소,N,충북 충주시 중앙탑면 청금로 144,043-855-0901,,1598.0,1438,
충북,충주시,대동주유소,Y,충북 충주시 충원대로 180,043-855-0051,,1569.0,1399,1200.0
충북,충주시,대림주유소,N,충북 충주시 노은면 감노로 1178,043-853-5466,,1629.0,1449,1250.0
충북,충주시,대박주유소,N,충북 충주시 살미면 호음실1길 26,043-856-5182,,1579.0,1379,1250.0
충북,충주시,대성산업(주) 충주주유소,Y,충북 충주시 충원대로 725 (금릉동),043-857-8381,,1548.0,1378,
충북,충주시,대소원주유소,N,충북 충주시 이류면 중원대로 4385,043-852-9700,,1629.0,1439,1350.0
충북,충주시,대일주유소,Y,충북 충주시 중원대로 3033 (단월동),043-856-5188,,1599.0,1399,
충북,충주시,대호주유소,Y,충북 충주시 살미면 중원대로 2574,043-852-8333,,1589.0,1389,1499.0
충북,충주시,대흥주유소,N,충북 충주시 중원대로 3471,043-847-1700,,1598.0,1429,
충북,충주시,덕산주유소,Y,충북 충주시 팽고리산길 54,043-853-5587,,1675.0,1425,
충북,충주시,동서주유소,Y,충북 충주시 산척면 충원대로 1643,043-857-5657,,1559.0,1379,1250.0
충북,충주시,동성주유소,N,충북 충주시 동량면 충원대로 1184,043-853-4477,,1595.0,1395,1250.0
충북,충주시,동충주주유소,N,충북 충주시 산척면 북부로 3008,043-856-4098,,1599.0,1399,
충북,충주시,동호주유소,N,충북 충주시 동량면 동산로 46,043-851-6501,,1659.0,1469,1200.0
충북,충주시,만남주유소,N,충북 충주시 금가면 충원대로 1419,043-855-7600,,1579.0,1399,1250.0
충북,충주시,명산클린주유소,Y,충북 충주시 주덕읍 기업도시3로 200,043-854-5145,1819.0,1599.0,1429,1200.0
충북,충주시,명품주유소,N,충북 충주시 중원대로 3598,043-855-6160,,1569.0,1389,1300.0
충북,충주시,문화주유소,Y,충북 충주시 사직로 59 (문화동),043-857-3155,1859.0,1579.0,1399,
충북,충주시,북충주농협주유소,N,충북 충주시 앙성면 가곡로 821,043-855-5738,,1569.0,1419,1250.0
충북,충주시,산척농협주유소,Y,충북 충주시 산척면 북부로 3108,043-853-8243,,1552.0,1399,1250.0
충북,충주시,산척주유소,N,충북 충주시 산척면 천등박달로 104,043-853-7929,,1599.0,1419,1250.0
충북,충주시,삼원주유소,N,충북 충주시 대소원면 중원대로 4020,043-857-5111,,1598.0,1438,1300.0
충북,충주시,삼화에너지 앙성주유소,Y,충북 충주시 앙성면 북부로 1085,043-854-5159,,1589.0,1389,1200.0
충북,충주시,서충주IC주유소,N,충북 충주시 신니면 신덕로 225,043-857-9140,,1669.0,1489,1250.0
충북,충주시,수안보주유소,Y,충북 충주시 살미면 중원대로 2271,043-846-1238,,1599.0,1399,1300.0
충북,충주시,수재주유소,Y,충북 충주시 갱고개로 74 (교현동),043-846-5777,,1553.0,1397,
충북,충주시,스카이주유소,Y,충북 충주시 국원대로 272 (금릉동),043-853-6002,,1579.0,1399,1250.0
충북,충주시,신정오일㈜ 신정주유소,Y,충북 충주시 금가면 충원대로 1479,043-845-5007,,1549.0,1369,
충북,충주시,신정제1주유소,Y,충북 충주시 소태면 충원대로 2508,043-847-5151,,1549.0,1369,1250.0
충북,충주시,야동주유소,N,충북 충주시 충원대로 2361,043-848-1071,,1599.0,1429,
충북,충주시,양지주유소,Y,충북 충주시 주덕읍 충청대로 2300,043-846-0964,,1625.0,1435,1250.0
충북,충주시,연수주유소,Y,충북 충주시 금봉대로 524 (연수동),043-856-5159,1849.0,1579.0,1399,
충북,충주시,예일주유소,Y,충북 충주시 수안보면 미륵송계로 119,043-851-9493,,1559.0,1379,1250.0
충북,충주시,온천주유소,N,충북 충주시 수안보면 주정산로 9,043-846-2233,,1650.0,1469,1250.0
충북,충주시,월명주유소,N,충북 충주시 신니면 신덕로 981,043-852-2222,,1629.0,1459,1250.0
충북,충주시,월악주유소,N,충북 충주시 수안보면 중원대로 1292,043-848-7410,,1619.0,1439,1250.0
충북,충주시,일광주유소,N,충북 충주시 안림로 54 (안림동),043-852-2918,,1569.0,1399,1200.0
충북,충주시,장미산주유소,N,충북 충주시 중앙탑면 첨단산업로 1208,043-852-8552,,1635.0,1470,1400.0
충북,충주시,주덕농협주유소,N,충북 충주시 주덕읍 신양로 34,043-846-0516,,1629.0,1439,1250.0
충북,충주시,주덕주유소,N,충북 충주시 주덕읍 신양로 149,043-846-2304,,1639.0,1469,1250.0
충북,충주시,주식회사 남산,Y,충북 충주시 금봉대로 352 (교현동),043-851-3530,,1554.0,1389,1200.0
충북,충주시,중앙알뜰주유소,N,충북 충주시 중앙탑면 청금로 288,043-856-7177,,1578.0,1408,1200.0
충북,충주시,중앙주유소,N,충북 충주시 주덕읍 충청대로 2382,043-846-0032,,1629.0,1439,1250.0
충북,충주시,중원농협주유소,Y,충청북도 충주시 동량면 충원대로 1317,043-851-5182,,1559.0,1399,1250.0
충북,충주시,착한주유소,Y,충북 충주시 팽고리산길 90 (금릉동),043-844-6060,,1599.0,1429,
충북,충주시,천등산주유소,N,충북 충주시 산척면 충원대로 1680,043-853-4591,,1618.0,1434,1300.0
충북,충주시,천지인주유소,N,충북 충주시 산척면 북부로 3007,043-853-3060,,1599.0,1399,1250.0
충북,충주시,청룡주유소,N,충북 충주시 소태면 소태로 279,043-855-8735,,1635.0,1459,1250.0
충북,충주시,충주농협주유소,Y,충북 충주시 탄금대로 364,043-843-5149,,1559.0,1389,1200.0
충북,충주시,충주댐주유소,Y,충북 충주시 충원대로 976 (목행동),043-853-5151,1829.0,1569.0,1399,
충북,충주시,충주주유소,Y,충북 충주시 중원대로 3506 (봉방동),043-842-3341,,1562.0,1382,
충북,충주시,케이피에스충주롯데마트주유소,Y,충북 충주시 충원대로 626(칠금동),043-857-5148,,1589.0,1399,
충북,충주시,태광주유소,N,충북 충주시 엄정면 구룡로 214,043-851-1270,,1639.0,1459,1250.0
충북,충주시,푸른솔주유소,Y,충북 충주시 살미면 중원대로 2144,043-851-5177,,1567.0,1385,1250.0
충북,충주시,한마음주유소,Y,충북 충주시 살미면 중원대로 2410,043-846-2320,,1575.0,1398,
충북,충주시,한양주유소,N,충북 충주시 살미면 유주막로 72,043-852-5267,,1639.0,1479,1250.0
충북,충주시,해운주유소,Y,충북 충주시 갱고개로 44 (교현동),043-852-9800,,1553.0,1387,1250.0
충북,충주시,행운주유소,N,충북 충주시 노은면 감노로 1930,043-857-0038,,1659.0,1469,1300.0
충북,충주시,화령개발(주)공단주유소,Y,충북 충주시 국원대로 368(목행동),043-855-5144,,1579.0,1399,1200.0
충북,충주시,황제주유소,Y,충북 충주시 신니면 중원대로 5775,043-855-0542,,1589.0,1438,1230.0
충북,충주시,희망주유소,Y,충북 충주시 금봉대로 398,043-845-5651,,1553.0,1378,1200.0
경북,칠곡군,(주)경인석유 동명(부산)주유소,N,경북 칠곡군 동명면 중앙고속도로 123,054-977-6934,,1528.0,1368,
경북,칠곡군,(주)경인석유 동명(춘천)주유소,Y,경북 칠곡군 동명면 중앙고속도로 122,054-977-6941,,1528.0,1368,
경북,칠곡군,(주)기분좋은2주유소,Y,경북 칠곡군 북삼읍 금오대로 196,054-975-8585,,1525.0,1355,1400.0
경북,칠곡군,(주)삼일주유소,Y,경북 칠곡군 왜관읍 강변대로 868,054-971-2077,,1579.0,1419,1400.0
경북,칠곡군,(주)삼창운수주유소,Y,경북 칠곡군 약목면 칠곡대로 1153,054-975-8828,,1525.0,1355,1500.0
경북,칠곡군,(주)에이치씨대하 칠곡대로주유소,Y,경북 칠곡군 약목면 칠곡대로 713,054-975-8951,,1525.0,1355,1350.0
경북,칠곡군,㈜영진레미콘 칠곡지점,N,경북 칠곡군 동명면 경북대로 22,053-326-2005,,1625.0,1475,
경북,칠곡군,(주)제이엠제7주유소지점,Y,경북 칠곡군 왜관읍 강변대로 852,070-4006-0970,,1514.0,1330,
경북,칠곡군,(주)태산이앤엘 강변주유소,Y,경상북도 칠곡군 칠곡대로 1146,054-974-4457,,1525.0,1355,
경북,칠곡군,(주)태산이앤엘제3강변주유소,Y,경북 칠곡군 왜관읍 닥실길 1,054-977-6338,,1525.0,1355,
경북,칠곡군,(주)한라석유칠곡(서울),Y,경북 칠곡군 왜관읍 경부고속도로 158,054-975-2544,,1529.0,1364,
경북,칠곡군,㈜화담 더남산주유소,Y,경북 칠곡군 왜관읍 칠곡대로 1655,054-971-5189,1795.0,1575.0,1415,
경북,칠곡군,2공단금성주유소,N,경북 칠곡군 왜관읍 강변대로 700,054-977-7744,,1578.0,1359,1350.0
경북,칠곡군,HD현대오일뱅크㈜직영 가산IC셀프주유소,Y,경북 칠곡군 가산면 송신로 113,054-976-6051,,1599.0,1418,
경북,칠곡군,SK에너지㈜ 공단중앙주유소,Y,경북 칠곡군 왜관읍 공단로 206,054-972-5189,,1579.0,1385,1300.0
경북,칠곡군,가산농협주유소,Y,경북 칠곡군 가산면 경북대로 1365,054-971-4025,,1523.0,1343,1090.0
경북,칠곡군,가산성주유소,Y,경북 칠곡군 가산면 경북대로 1329,054-971-1484,,1515.0,1398,1140.0
경북,칠곡군,가산평화주유소,Y,경북 칠곡군 가산면 경북대로 1318,054-975-5028,,1533.0,1343,1140.0
경북,칠곡군,가현주유소,Y,경북 칠곡군 가산면 낙동대로 234,054-976-5184,,1698.0,1458,1060.0
경북,칠곡군,강나루주유소,Y,경북 칠곡군 왜관읍 강변대로 853,054-976-5200,,1519.0,1349,1350.0
경북,칠곡군,경북주유소,N,경북 칠곡군 왜관읍 중앙로 171,054-971-0900,,1525.0,1365,1200.0
경북,칠곡군,관호제2주유소,N,경북 칠곡군 약목면 칠곡대로 968,054-975-5189,,1558.0,1398,1250.0
경북,칠곡군,금남주유소,Y,경북 칠곡군 왜관읍 강변대로 580,054-976-1215,,1575.0,1395,1250.0
경북,칠곡군,금산주유소,N,경북 칠곡군 왜관읍 공단로 61,054-974-2335,,1529.0,1359,1200.0
경북,칠곡군,금암고속주유소,Y,경북 칠곡군 동명면 경북대로 519,054-976-6765,,1529.0,1369,1200.0
경북,칠곡군,금오주유소,Y,경북 칠곡군 북삼읍 금오대로 84,054-973-1515,,1525.0,1355,
경북,칠곡군,기분좋은주유소,Y,경북 칠곡군 왜관읍 칠곡대로 1888,054-972-5141,,1657.0,1357,1400.0
경북,칠곡군,남대교주유소,Y,경북 칠곡군 석적읍 남구미로 189,054-971-4700,,1525.0,1345,
경북,칠곡군,대경제5주유소,Y,경북 칠곡군 북삼읍 칠곡대로 254,054-971-5545,,1509.0,1339,
경북,칠곡군,대광고속주유소,N,경북 칠곡군 동명면 경북대로 253,054-976-5185,,1559.0,1429,1250.0
경북,칠곡군,대광셀프주유소,Y,경북 칠곡군 동명면 경북대로 158,054-976-2323,1795.0,1512.0,1342,1060.0
경북,칠곡군,대덕주유소,N,경북 칠곡군 동명면 경북대로 730,054-976-5104,,1535.0,1349,1250.0
경북,칠곡군,대박주유소,Y,경북 칠곡군 석적읍 석적로 897,054-974-8232,,1579.0,1349,
경북,칠곡군,대보1주유소,Y,경북 칠곡군 동명면 경북대로 897,054-973-5163,,1535.0,1355,
경북,칠곡군,대보3주유소,Y,경북 칠곡군 동명면 경북대로 594,054-976-8002,,1523.0,1343,
경북,칠곡군,대신주유소,N,경북 칠곡군 가산면 경북대로 1287,054-976-5182,,1535.0,1349,1250.0
경북,칠곡군,대원주유소,N,경북 칠곡군 기산면 칠곡대로 1281,054-973-5151,,1584.0,1384,
경북,칠곡군,덕영에너지 가산 Ic주유소,Y,경북 칠곡군 가산면 경북대로 1420,054-972-8251,,1523.0,1343,
경북,칠곡군,동광주유소,Y,경북 칠곡군 북삼읍 칠곡대로 100,054-973-9706,,1629.0,1419,
경북,칠곡군,동명주유소,N,경북 칠곡군 동명면 금암중앙길 75,054-976-8315,,1559.0,1419,1200.0
경북,칠곡군,만남의주유소,Y,경북 칠곡군 가산면 경북대로 1883,054-971-2025,,1508.0,1337,1060.0
경북,칠곡군,무궁화주유소,N,경북 칠곡군 북삼읍 칠곡대로 287,054-972-0089,,1549.0,1369,1250.0
경북,칠곡군,무림주유소,N,경북 칠곡군 약목면 칠곡대로 820,054-977-5511,,1579.0,1399,1350.0
경북,칠곡군,미소가득주유소,Y,경북 칠곡군 왜관읍 강변대로 830,054-971-5101,,1519.0,1349,
경북,칠곡군,복성주유소,N,경북 칠곡군 약목면 칠곡대로 564,054-975-1155,,1589.0,1389,1200.0
경북,칠곡군,봉자self주유소,Y,경북 칠곡군 약목면 칠곡대로 825,054-975-5700,,1579.0,1399,1300.0
경북,칠곡군,북삼주유소,Y,경북 칠곡군 북삼읍 인평중앙로 98,054-972-9007,,1629.0,1469,
경북,칠곡군,비쓰리에너지주유소,Y,경북 칠곡군 왜관읍 강변대로 610,054-973-8966,,1589.0,1429,1500.0
경북,칠곡군,산들주유소,Y,경북 칠곡군 동명면 팔공산로 46,054-973-0710,,1699.0,1519,1350.0
경북,칠곡군,삼공단주유소,Y,경북 칠곡군 석적읍 석적로 977,054-971-9797,,1546.0,1376,
경북,칠곡군,상록주유소,Y,경북 칠곡군 지천면 칠곡대로 2291,054-972-6001,,1522.0,1437,1390.0
경북,칠곡군,석적주유소,Y,경북 칠곡군 석적읍 석적로 128,054-974-7900,,1544.0,1384,1300.0
경북,칠곡군,약목주유소,N,경북 칠곡군 약목면 약목로 47,054-974-4146,,1589.0,1389,1350.0
경북,칠곡군,연화주유소,Y,경북 칠곡군 왜관읍 칠곡대로 1931,054-972-7900,,1522.0,1357,
경북,칠곡군,영남복합물류주유소,N,경북 칠곡군 지천면 금호로 272,054-380-1111,,1712.0,1620,
경북,칠곡군,오성주유소,Y,경북 칠곡군 동명면 팔공산로 152,054-973-5153,,1512.0,1342,1080.0
경북,칠곡군,왜관고속주유소,Y,경북 칠곡군 왜관읍 칠곡대로 1895,010-4667-4508,,1517.0,1347,
경북,칠곡군,왜관공단주유소,N,경북 칠곡군 왜관읍 공단로 40,054-972-6433,,1629.0,1449,1200.0
경북,칠곡군,왜관주유소,N,경북 칠곡군 왜관읍 칠곡대로 1738,054-972-0878,,1568.0,1398,1250.0
경북,칠곡군,우일주유소,N,경북 칠곡군 가산면 경북대로 1985,054-971-2660,,1599.0,1399,
경북,칠곡군,월드주유소,Y,경북 칠곡군 왜관읍 칠곡대로 1913,054-973-2265,,1522.0,1357,
경북,칠곡군,인평주유소,Y,경북 칠곡군 북삼읍 금오대로 213,054-972-6262,,1569.0,1399,1400.0
경북,칠곡군,제이엠오일랜드 제1주유소,Y,경북 칠곡군 가산면 경북대로 1482,070-4006-0970,,1523.0,1343,
경북,칠곡군,죽전주유소,N,경북 칠곡군 기산면 주산로 1224,054-973-0408,,1659.0,1459,1250.0
경북,칠곡군,중동주유소,N,경북 칠곡군 석적읍 유학로 136,054-977-9933,,1569.0,1419,
경북,칠곡군,중리현대오일뱅크,Y,경북 칠곡군 석적읍 북중리3길 17,054-976-3211,,1579.0,1399,1490.0
경북,칠곡군,중앙고속주유소,Y,경북 칠곡군 가산면 인동가산로 725,054-971-2580,,1549.0,1379,1250.0
경북,칠곡군,지천주유소,N,경북 칠곡군 지천면 신동로 109,054-973-1234,,1598.0,1428,1350.0
경북,칠곡군,창신주유소,Y,경북 칠곡군 왜관읍 공단로 132,054-971-6899,,1579.0,1379,1300.0
경북,칠곡군,천평주유소,Y,경북 칠곡군 가산면 경북대로 1555,054-977-5189,,1535.0,1355,
경북,칠곡군,칠곡(부산)주유소/충전소,Y,경북 칠곡군 왜관읍 경부고속도로 159,054-975-1734,,1529.0,1364,
경북,칠곡군,칠곡현대주유소,Y,경북 칠곡군 기산면 칠곡대로 1312,054-974-8585,,1535.0,1355,
경북,칠곡군,칠송정주유소,Y,경북 칠곡군 가산면 인동가산로 827,054-971-7404,,1515.0,1345,1400.0
경북,칠곡군,케이케이(주)KK아름주유소,Y,경북 칠곡군 북삼읍 금오대로 108,054-974-0045,,1505.0,1345,
경북,칠곡군,태백산가산톨게이트주유소,Y,경북 칠곡군 가산면 송신로 11,054-975-6667,1799.0,1525.0,1355,1150.0
경북,칠곡군,푸른주유소,N,경북 칠곡군 왜관읍 공단로 79,054-971-8001,,1595.0,1395,1350.0
경북,칠곡군,학상주유소,Y,경북 칠곡군 가산면 인동가산로 882-6,054-971-2049,,1549.0,1399,
경북,칠곡군,한국광유(주)왜관IC주유소,N,경북 칠곡군 왜관읍 칠곡대로 1756,054-971-9600,,1558.0,1388,1300.0
경북,칠곡군,행운주유소,Y,경북 칠곡군 동명면 경북대로 784,054-971-8899,,1559.0,1345,1150.0
경북,칠곡군,혜원주유소,Y,경북 칠곡군 북삼읍 금오대로 45,054-972-3774,,1525.0,1355,1400.0
경북,칠곡군,홀인원주유소,N,경북 칠곡군 왜관읍 봉계로 35,054-973-1110,,1568.0,1398,1300.0
경북,칠곡군,화성주유소,N,경북 칠곡군 동명면 경북대로 8,054-974-5155,,1525.0,1349,1150.0
경북,칠곡군,희망가득주유소,Y,경북 칠곡군 왜관읍 현대로 59,010-3533-0867,,1524.0,1344,
강원,태백시,㈜삼봉레미콘 강원주유소,N,강원 태백시 메밀들1길 18 (장성동),033-581-0017,,1670.0,1510,
강원,태백시,(주)태광주유소,Y,강원 태백시 태백로 892 (황지동),033-552-2335,1930.0,1634.0,1464,1320.0
강원,태백시,금강주유소,N,강원 태백시 태백로 2124 (장성동),033-581-5200,,1660.0,1474,
강원,태백시,대성주유소,N,강원 태백시 상장로 88 (황지동),033-552-7553,,1675.0,1505,1320.0
강원,태백시,메밀주유소,N,강원 태백시 메밀들1길 136 (장성동),033-581-8131,,1660.0,1474,1350.0
강원,태백시,서학주유소,Y,강원 태백시 번영로 87 (황지동),033-553-3301,,1670.0,1490,1320.0
강원,태백시,성일주유소,N,강원 태백시 태백로 1064 (황지동),033-552-8118,,1680.0,1510,1320.0
강원,태백시,세봉주유소,N,강원 태백시 태백로 1571,033-581-8939,,1690.0,1505,1350.0
강원,태백시,어평주유소,N,강원 태백시 태백산로 4162,033-552-3322,,1690.0,1510,1310.0
강원,태백시,연화주유소,Y,강원 태백시 강원남부로 302 (통동),033-554-4989,,1670.0,1510,1320.0
강원,태백시,용진주유소,N,강원 태백시 동태백로 450 (철암동),033-582-8999,,1690.0,1520,1350.0
강원,태백시,장성주유소,N,강원 태백시 장성로 7 (장성동),033-581-4242,,1670.0,1485,1350.0
강원,태백시,태백농협주유소,N,강원 태백시 태백로 708 (화전동),033-552-9033,,1639.0,1469,1320.0
강원,태백시,태백주유소,Y,강원 태백시 태백로 1186 (황지동),033-552-2718,,1649.0,1479,1320.0
강원,태백시,태성주유소,N,강원 태백시 태백로 437 (화전동),033-553-5851,,1690.0,1510,1380.0
강원,태백시,태연주유소,Y,강원 태백시 강원남부로 143 (통동),033-553-1420,,1670.0,1490,1320.0
강원,태백시,통리주유소,N,강원 태백시 강원남부로 459 (통동),033-552-1267,,1670.0,1490,
강원,태백시,황지주유소,Y,강원 태백시 황지로 234 (황지동),033-552-2066,1930.0,1632.0,1464,1320.0
충남,태안군,(주)삼정주유소,N,충남 태안군 태안읍 안면대로 179,041-675-2898,,1645.0,1495,1250.0
충남,태안군,(주)태양주유소,N,충남 태안군 태안읍 근흥로 45,041-674-0223,,1645.0,1495,1250.0
충남,태안군,고남주유소,N,충남 태안군 고남면 안면대로 4310,041-673-2200,,1620.0,1450,1250.0
충남,태안군,굿모닝주유소,Y,충남 태안군 태안읍 원이로 307,041-674-5185,,1578.0,1398,1190.0
충남,태안군,그린주유소,Y,충남 태안군 태안읍 안면대로 257,041-674-5151,,1598.0,1428,1300.0
충남,태안군,근흥농협주유소,Y,충남 태안군 근흥면 근흥로 864,041-673-7767,,1580.0,1430,1250.0
충남,태안군,꽃지주유소,N,충남 태안군 안면읍 안면대로 2672,041-674-9295,,1620.0,1450,1270.0
충남,태안군,남면농협주유소,N,충남 태안군 남면 남면로 73 (남면),041-672-2070,,1588.0,1445,1230.0
충남,태안군,남면농협청포대주유소,Y,충남 태안군 남면 안면대로 1480,041-675-6211,,1568.0,1398,
충남,태안군,노루땅주유소,N,충남 태안군 고남면 안면대로 4105,041-673-7434,2295.0,1665.0,1495,1250.0
충남,태안군,대신주유소,N,충남 태안군 남면 안면대로 1722-91,041-674-6326,,1595.0,1430,1220.0
충남,태안군,대한주유소,N,충남 태안군 태안읍 원이로 82,041-674-9903,,1577.0,1398,1200.0
충남,태안군,만리포주유소,Y,충남 태안군 소원면 서해로 156,041-672-1121,,1695.0,1554,1350.0
충남,태안군,삼진주유소,N,충남 태안군 안면읍 안면대로 2090,041-672-7228,,1640.0,1490,
충남,태안군,삼화주유소,N,충남 태안군 태안읍 중앙로 183,041-674-2753,,1635.0,1525,
